City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (Inches),Snow (Inches)
242,San Patricio,MX,19.22,-104.7,87.8,79,90,23.04,overcast clouds,0.0,0
243,Kautokeino,NO,69.01,23.04,45.97,87,82,8.93,broken clouds,0.0,0
244,Lokosovo,RU,61.13,74.82,62.92,95,45,5.21,scattered clouds,0.0,0
245,Prescott,US,34.54,-112.47,93.0,15,1,17.22,clear sky,0.0,0
246,Yima,CN,34.74,111.88,82.99,99,100,4.14,overcast clouds,0.0,0
247,Sisimiut,GL,66.94,-53.67,45.82,85,100,11.32,moderate rain,1.36,0
248,Meulaboh,ID,4.14,96.13,74.64,93,100,11.59,light rain,0.49,0
249,Makakilo City,US,21.35,-158.09,84.2,51,20,9.17,few clouds,0.0,0
250,Harer,ET,9.31,42.13,61.99,88,97,5.08,light rain,0.39,0
251,Wexford,IE,52.33,-6.46,57.2,93,75,14.99,broken clouds,0.0,0
252,Kavieng,PG,-2.57,150.8,82.04,77,7,10.13,clear sky,0.0,0
253,Yuanping,CN,38.72,112.76,66.67,88,97,0.58,overcast clouds,0.0,0
254,Ancud,CL,-41.87,-73.82,48.99,81,100,10.29,light rain,0.23,0
255,Duki,PK,30.15,68.57,87.04,38,74,9.22,broken clouds,0.0,0
256,Sigli,ID,5.38,95.96,77.74,71,61,5.86,broken clouds,0.0,0
257,Ambilobe,MG,-13.2,49.05,72.18,74,6,7.47,clear sky,0.0,0
258,Eenhana,NA,-17.47,16.33,57.24,35,0,6.17,clear sky,0.0,0
259,Leh,IN,34.17,77.58,61.65,41,10,3.62,clear sky,0.0,0
260,Altamont,US,42.21,-121.74,75.99,25,1,6.93,clear sky,0.0,0
261,Kiruna,SE,67.86,20.23,51.8,87,93,6.93,light rain,0.0,0
262,Tocopilla,CL,-22.09,-70.2,67.14,44,0,3.13,clear sky,0.0,0
263,Daru,PG,-9.08,143.21,77.49,89,100,17.36,light rain,0.29,0
264,Narsaq,GL,60.92,-46.05,55.4,58,88,8.05,overcast clouds,0.0,0
265,Roma,US,43.21,-75.46,77.0,78,90,6.93,heavy intensity rain,9.9,0
266,Oistins,BB,13.07,-59.53,86.0,66,40,19.46,scattered clouds,0.0,0
267,Faya,SA,18.39,42.45,71.6,60,92,2.46,overcast clouds,0.0,0
268,Smoky Lake,CA,54.12,-112.47,59.0,98,100,5.99,overcast clouds,0.0,0
269,Norman Wells,CA,65.28,-126.83,64.4,48,75,10.29,broken clouds,0.0,0
270,Baykit,RU,61.67,96.37,52.18,87,26,9.55,scattered clouds,0.0,0
271,Kaohsiung,TW,22.62,120.31,84.99,74,40,4.7,scattered clouds,0.0,0
272,Talnakh,RU,69.49,88.4,50.0,87,75,22.37,broken clouds,0.0,0
273,Acari,PE,-15.43,-74.62,69.15,54,28,8.75,scattered clouds,0.0,0
274,Tabuk,PH,17.42,121.44,74.34,84,99,2.08,overcast clouds,0.0,0
275,Gualaquiza,EC,-3.4,-78.55,71.85,84,81,2.17,light rain,0.85,0
276,San Juan,AR,-31.54,-68.54,56.55,36,97,23.31,overcast clouds,0.0,0
277,Huarmey,PE,-10.07,-78.15,66.69,69,9,12.59,clear sky,0.0,0
278,Ilulissat,GL,69.22,-51.1,57.2,41,75,9.17,broken clouds,0.0,0
279,Ahipara,NZ,-35.17,173.17,55.36,70,82,16.33,light rain,0.17,0
280,Punta Alta,AR,-38.88,-62.07,46.36,75,83,15.03,broken clouds,0.0,0
281,Hillsborough,US,37.57,-122.38,80.01,56,1,21.92,clear sky,0.0,0
282,Puerto Escondido,MX,15.85,-97.07,84.2,70,40,10.29,scattered clouds,0.0,0
283,Homer,US,59.64,-151.55,55.4,82,75,11.41,broken clouds,0.0,0
284,Sorland,NO,67.67,12.69,51.8,76,75,10.29,broken clouds,0.0,0
285,Coihaique,CL,-45.58,-72.07,39.2,69,75,3.36,shower rain,0.0,0
286,Shurugwi,ZW,-19.67,30.01,52.5,72,89,7.09,overcast clouds,0.0,0
287,Victoria,HK,22.29,114.16,86.0,74,100,17.0,overcast clouds,0.0,0
288,Bailen,ES,38.1,-3.78,91.99,35,78,4.0,broken clouds,0.0,0
289,Vila Velha,BR,-20.33,-40.29,75.99,73,0,11.41,clear sky,0.0,0
290,Asfi,MA,32.3,-9.24,69.48,78,0,15.28,clear sky,0.0,0
291,Nganjuk,ID,-7.61,111.9,74.5,80,3,10.83,clear sky,0.0,0
292,Arona,ES,28.1,-16.68,82.4,37,0,16.11,clear sky,0.0,0
293,Bethel,US,41.37,-73.41,78.01,88,90,10.29,very heavy rain,18.8,0
294,Sept-Iles,CA,50.2,-66.38,64.4,93,90,10.29,overcast clouds,0.0,0
295,Bud,US,39.45,-86.18,84.99,83,75,16.11,thunderstorm,0.0,0
296,Lima,PE,-12.04,-77.03,62.6,77,90,6.93,overcast clouds,0.0,0
297,Mayo,US,38.89,-76.51,88.0,74,1,10.29,clear sky,0.0,0
298,Ixtapa,MX,20.7,-105.2,89.01,66,75,10.29,broken clouds,0.0,0
299,Ariquemes,BR,-9.91,-63.04,87.84,53,35,0.83,scattered clouds,0.0,0
300,Esperance,AU,-33.87,121.9,50.0,100,90,6.93,overcast clouds,0.0,0
301,Aripuana,BR,-9.17,-60.63,88.66,42,16,0.22,few clouds,0.0,0
302,Acarau,BR,-2.89,-40.12,78.64,79,42,12.86,scattered clouds,0.0,0
303,Alibag,IN,18.64,72.88,84.2,89,75,4.7,haze,0.0,0
304,Igarka,RU,67.47,86.58,51.3,62,0,22.95,clear sky,0.0,0
305,Barao De Melgaco,BR,-16.19,-55.97,82.4,42,0,9.17,clear sky,0.0,0
306,Balatonszarszo,HU,46.83,17.82,68.0,72,42,2.24,scattered clouds,0.0,0
307,Gornopravdinsk,RU,60.05,69.9,71.8,71,27,6.26,scattered clouds,0.0,0
308,Sao Filipe,CV,14.9,-24.5,78.33,86,69,8.66,broken clouds,0.0,0
309,Talaya,RU,61.38,152.75,52.09,87,100,6.08,light rain,0.69,0
310,Plettenberg Bay,ZA,-34.05,23.37,69.6,27,41,9.75,scattered clouds,0.0,0
311,Houma,US,29.6,-90.72,93.99,62,75,8.05,broken clouds,0.0,0
312,Dutlwe,BW,-23.98,23.9,53.13,70,0,13.51,clear sky,0.0,0
313,Kailua,US,21.4,-157.74,84.2,58,75,14.99,broken clouds,0.0,0
314,Faanui,PF,-16.48,-151.75,76.03,81,56,29.35,broken clouds,0.0,0
315,Urengoy,RU,65.97,78.37,54.95,76,0,13.47,clear sky,0.0,0
316,Jackson,US,42.42,-122.83,81.0,25,1,5.82,clear sky,0.0,0
317,Tonder,DK,54.93,8.87,55.4,71,49,9.17,scattered clouds,0.0,0
318,Abasha,GE,42.21,42.22,73.4,94,90,2.24,overcast clouds,0.0,0
319,Catamarca,AR,-28.47,-65.79,66.99,42,0,3.0,clear sky,0.0,0
320,Quatre Cocos,MU,-20.21,57.76,71.6,60,75,12.75,broken clouds,0.0,0
321,Nemea,GR,37.82,22.67,79.0,49,1,1.01,clear sky,0.0,0
322,Port-Cartier,CA,50.03,-66.87,64.4,93,90,10.29,overcast clouds,0.0,0
323,Krasnoarmeysk,RU,51.02,45.7,75.56,50,9,10.47,clear sky,0.0,0
324,Waingapu,ID,-9.66,120.26,73.53,83,5,11.12,clear sky,0.0,0
325,Qasigiannguit,GL,68.82,-51.19,57.2,41,75,9.17,broken clouds,0.0,0
326,Kuito,AO,-12.38,16.93,51.51,41,0,0.29,clear sky,0.0,0
327,Lincoln,US,40.8,-96.67,93.0,46,1,18.34,clear sky,0.0,0
